sale_id,sale_date,medicine_id,batch_no,quantity_sold,unit_price,discount_pct,total_amount,payment_mode
SALE026959,2025-11-14,MED060,MED060-B03,3,622.66,12,1643.82,UPI
SALE026985,2025-11-14,MED093,MED093-B01,5,789.98,12,3475.91,UPI
SALE028024,2025-11-14,MED085,MED085-B04,6,518.60,10,2800.44,UPI
SALE028384,2025-11-14,MED099,MED099-B01,5,44.66,12,196.50,Cash
SALE028588,2025-11-14,MED009,MED009-B02,3,239.98,0,719.94,UPI
SALE028880,2025-11-14,MED095,MED095-B01,3,702.40,0,2107.20,Card
SALE028988,2025-11-14,MED095,MED095-B01,2,726.70,0,1453.40,Card
SALE029080,2025-11-14,MED079,MED079-B03,3,410.04,10,1107.11,Card
SALE029365,2025-11-14,MED051,MED051-B04,2,431.00,0,862.00,UPI
SALE029840,2025-11-14,MED030,MED030-B01,7,264.08,0,1848.56,Cash
SALE000379,2025-11-15,MED072,MED072-B03,4,345.01,5,1311.04,Cash
SALE000654,2025-11-15,MED075,MED075-B01,6,562.60,0,3375.60,Card
SALE000784,2025-11-15,MED021,MED021-B04,7,175.59,10,1106.22,Card
SALE001062,2025-11-15,MED073,MED073-B03,7,195.08,0,1365.56,UPI
SALE001256,2025-11-15,MED075,MED075-B01,2,556.84,0,1113.68,UPI
SALE002399,2025-11-15,MED066,MED066-B04,2,329.02,10,592.24,Cash
SALE002714,2025-11-15,MED060,MED060-B04,3,626.79,10,1692.33,Card
SALE002807,2025-11-15,MED037,MED037-B02,3,315.11,12,831.89,Card
SALE003795,2025-11-15,MED066,MED066-B04,3,328.74,0,986.22,UPI
SALE004039,2025-11-15,MED026,MED026-B02,5,392.48,0,1962.40,Cash
SALE004107,2025-11-15,MED011,MED011-B03,8,452.08,10,3254.98,Card
SALE005273,2025-11-15,MED081,MED081-B04,3,430.64,12,1136.89,Cash
SALE005318,2025-11-15,MED029,MED029-B02,2,546.27,5,1037.91,Card
SALE005449,2025-11-15,MED095,MED095-B03,3,668.11,10,1803.90,UPI
SALE005687,2025-11-15,MED071,MED071-B03,3,580.71,0,1742.13,UPI
SALE005715,2025-11-15,MED026,MED026-B02,8,371.03,5,2819.83,UPI
SALE005907,2025-11-15,MED016,MED016-B03,4,61.14,0,244.56,UPI
SALE006280,2025-11-15,MED072,MED072-B01,1,336.13,0,336.13,Card
SALE006987,2025-11-15,MED061,MED061-B03,2,324.62,0,649.24,UPI
SALE007178,2025-11-15,MED005,MED005-B02,1,813.35,5,772.68,UPI
SALE007355,2025-11-15,MED050,MED050-B03,1,13.84,12,12.18,Card
SALE007473,2025-11-15,MED055,MED055-B01,3,491.53,12,1297.64,UPI
SALE007485,2025-11-15,MED052,MED052-B02,8,609.40,5,4631.44,Cash
SALE007825,2025-11-15,MED001,MED001-B04,1,425.33,0,425.33,Cash
SALE008221,2025-11-15,MED077,MED077-B03,3,500.56,0,1501.68,Card
SALE009260,2025-11-15,MED061,MED061-B03,4,354.60,10,1276.56,Cash
SALE009271,2025-11-15,MED004,MED004-B01,3,697.13,12,1840.42,UPI
SALE009397,2025-11-15,MED005,MED005-B02,3,747.92,5,2131.57,Cash
SALE009499,2025-11-15,MED092,MED092-B04,2,147.01,0,294.02,Card
SALE009635,2025-11-15,MED071,MED071-B03,2,537.32,5,1020.91,UPI
SALE009740,2025-11-15,MED045,MED045-B05,5,468.43,0,2342.15,Cash
SALE009830,2025-11-15,MED071,MED071-B03,7,575.38,0,4027.66,Cash
SALE010015,2025-11-15,MED031,MED031-B03,8,245.25,0,1962.00,UPI
SALE010552,2025-11-15,MED041,MED041-B03,6,195.90,10,1057.86,Card
SALE011349,2025-11-15,MED013,MED013-B01,8,507.56,5,3857.46,Card
SALE012146,2025-11-15,MED012,MED012-B01,6,289.98,10,1565.89,Cash
SALE012168,2025-11-15,MED089,MED089-B01,6,552.16,5,3147.31,UPI
SALE012257,2025-11-15,MED029,MED029-B02,1,611.29,0,611.29,UPI
SALE012485,2025-11-15,MED083,MED083-B01,6,65.32,5,372.32,UPI
SALE012528,2025-11-15,MED010,MED010-B02,1,274.27,0,274.27,Cash
SALE012696,2025-11-15,MED080,MED080-B01,3,348.45,5,993.08,Cash
SALE012756,2025-11-15,MED048,MED048-B04,3,207.82,5,592.29,Cash
SALE012825,2025-11-15,MED072,MED072-B02,7,343.75,0,2406.25,UPI
SALE013735,2025-11-15,MED090,MED090-B01,2,463.98,0,927.96,Cash
SALE013770,2025-11-15,MED077,MED077-B02,2,502.69,10,904.84,UPI
SALE014486,2025-11-15,MED012,MED012-B01,1,296.65,5,281.82,Cash
SALE015202,2025-11-15,MED004,MED004-B01,7,675.58,10,4256.15,Card
SALE015554,2025-11-15,MED041,MED041-B03,6,207.47,5,1182.58,Card
SALE015717,2025-11-15,MED038,MED038-B05,3,65.58,10,177.07,Card
SALE016879,2025-11-15,MED096,MED096-B03,8,215.96,0,1727.68,Card
SALE017116,2025-11-15,MED100,MED100-B03,8,66.50,0,532.00,Cash
SALE017465,2025-11-15,MED086,MED086-B03,8,713.31,5,5421.16,UPI
SALE017762,2025-11-15,MED060,MED060-B03,8,632.17,12,4450.48,Card
SALE017911,2025-11-15,MED050,MED050-B05,8,15.25,5,115.90,Card
SALE018063,2025-11-15,MED053,MED053-B04,3,381.36,5,1086.88,Card
SALE018105,2025-11-15,MED065,MED065-B03,5,706.70,12,3109.48,UPI
SALE018111,2025-11-15,MED076,MED076-B02,2,157.29,0,314.58,Card
SALE018427,2025-11-15,MED067,MED067-B01,8,68.32,10,491.90,UPI
SALE018994,2025-11-15,MED027,MED027-B03,8,695.48,12,4896.18,Cash
SALE019116,2025-11-15,MED025,MED025-B04,8,536.04,0,4288.32,Cash
SALE019464,2025-11-15,MED089,MED089-B02,3,529.88,0,1589.64,Card
SALE019973,2025-11-15,MED041,MED041-B01,6,188.28,5,1073.20,UPI
SALE020104,2025-11-15,MED007,MED007-B04,6,560.59,12,2959.92,Card
SALE021187,2025-11-15,MED020,MED020-B02,7,143.08,0,1001.56,Card
SALE021358,2025-11-15,MED007,MED007-B04,2,558.89,5,1061.89,UPI
SALE021974,2025-11-15,MED070,MED070-B02,6,348.45,5,1986.16,Card
SALE022322,2025-11-15,MED080,MED080-B01,7,319.97,0,2239.79,UPI
SALE022479,2025-11-15,MED029,MED029-B02,1,613.59,10,552.23,Card
SALE022535,2025-11-15,MED032,MED032-B01,3,55.95,10,151.07,Card
SALE022699,2025-11-15,MED064,MED064-B02,6,670.74,5,3823.22,UPI
SALE023395,2025-11-15,MED045,MED045-B04,5,458.76,12,2018.54,Card
SALE023634,2025-11-15,MED083,MED083-B04,4,72.97,12,256.85,Card
SALE024092,2025-11-15,MED069,MED069-B01,1,538.80,12,474.14,Card
SALE024867,2025-11-15,MED054,MED054-B02,4,328.22,12,1155.33,UPI
SALE025094,2025-11-15,MED008,MED008-B03,8,117.23,5,890.95,UPI
SALE025300,2025-11-15,MED029,MED029-B02,4,573.50,0,2294.00,UPI
SALE025393,2025-11-15,MED092,MED092-B01,5,135.92,0,679.60,UPI
SALE025584,2025-11-15,MED062,MED062-B03,6,454.92,10,2456.57,UPI
SALE025938,2025-11-15,MED049,MED049-B02,1,213.96,0,213.96,Card
SALE026387,2025-11-15,MED070,MED070-B02,2,337.98,12,594.84,UPI
SALE026968,2025-11-15,MED009,MED009-B02,7,226.53,0,1585.71,UPI
SALE026996,2025-11-15,MED028,MED028-B03,2,48.36,10,87.05,Cash
SALE027322,2025-11-15,MED002,MED002-B04,8,532.75,0,4262.00,UPI
SALE027482,2025-11-15,MED083,MED083-B04,6,71.73,5,408.86,UPI
SALE028000,2025-11-15,MED036,MED036-B01,3,663.85,10,1792.40,Card
SALE029044,2025-11-15,MED096,MED096-B02,7,220.30,0,1542.10,Card
SALE029058,2025-11-15,MED050,MED050-B05,4,15.49,10,55.76,Cash
SALE029137,2025-11-15,MED081,MED081-B03,4,389.11,5,1478.62,Cash
SALE029207,2025-11-15,MED079,MED079-B03,6,447.83,12,2364.54,Cash
SALE029232,2025-11-15,MED045,MED045-B02,3,436.13,12,1151.38,Card
SALE029585,2025-11-15,MED069,MED069-B01,2,605.57,5,1150.58,UPI
SALE029657,2025-11-15,MED036,MED036-B01,1,655.77,10,590.19,Cash
SALE001054,2025-11-16,MED068,MED068-B03,2,307.74,0,615.48,Cash
SALE001311,2025-11-16,MED097,MED097-B01,3,319.29,12,842.93,Card
SALE001665,2025-11-16,MED061,MED061-B03,8,333.05,12,2344.67,UPI
SALE002036,2025-11-16,MED041,MED041-B03,2,195.83,10,352.49,Cash
SALE002811,2025-11-16,MED054,MED054-B04,1,342.30,0,342.30,UPI
SALE003426,2025-11-16,MED043,MED043-B03,5,36.81,0,184.05,UPI
SALE004247,2025-11-16,MED048,MED048-B04,7,214.97,0,1504.79,Card
SALE004354,2025-11-16,MED098,MED098-B02,5,697.28,5,3312.08,Card
SALE004476,2025-11-16,MED051,MED051-B03,3,473.97,0,1421.91,Card
SALE004792,2025-11-16,MED037,MED037-B02,7,349.17,0,2444.19,Card
SALE005060,2025-11-16,MED089,MED089-B01,3,516.90,0,1550.70,Cash
SALE005485,2025-11-16,MED097,MED097-B01,6,298.73,0,1792.38,UPI
SALE005760,2025-11-16,MED006,MED006-B02,4,625.21,12,2200.74,UPI
SALE005902,2025-11-16,MED040,MED040-B04,8,505.44,5,3841.34,Cash
SALE005930,2025-11-16,MED099,MED099-B01,8,48.66,12,342.57,Cash
SALE006140,2025-11-16,MED075,MED075-B01,8,568.55,0,4548.40,Card
SALE006204,2025-11-16,MED092,MED092-B04,3,130.95,0,392.85,UPI
SALE006228,2025-11-16,MED033,MED033-B03,1,31.20,0,31.20,Card
SALE006283,2025-11-16,MED029,MED029-B02,6,546.33,0,3277.98,Cash
SALE006508,2025-11-16,MED005,MED005-B02,3,825.45,0,2476.35,Card
SALE007239,2025-11-16,MED087,MED087-B03,2,324.46,5,616.47,UPI
SALE007421,2025-11-16,MED100,MED100-B03,3,59.64,0,178.92,UPI
SALE007532,2025-11-16,MED045,MED045-B05,6,454.64,0,2727.84,Cash
SALE008297,2025-11-16,MED066,MED066-B04,1,320.22,10,288.20,Card
SALE008988,2025-11-16,MED087,MED087-B03,6,318.32,0,1909.92,UPI
SALE009755,2025-11-16,MED048,MED048-B04,7,212.35,0,1486.45,UPI
SALE009966,2025-11-16,MED060,MED060-B04,3,648.45,12,1711.91,Card
SALE010578,2025-11-16,MED009,MED009-B01,7,229.84,5,1528.44,Card
SALE010701,2025-11-16,MED045,MED045-B05,7,449.84,5,2991.44,UPI
SALE010752,2025-11-16,MED031,MED031-B03,3,242.22,0,726.66,UPI
SALE011123,2025-11-16,MED057,MED057-B02,2,445.11,0,890.22,UPI
SALE011155,2025-11-16,MED018,MED018-B03,3,571.45,12,1508.63,Card
SALE012321,2025-11-16,MED095,MED095-B01,7,696.93,10,4390.66,Card
SALE013397,2025-11-16,MED025,MED025-B01,1,565.40,5,537.13,Card
SALE013741,2025-11-16,MED093,MED093-B03,1,784.06,0,784.06,UPI
SALE013777,2025-11-16,MED021,MED021-B04,6,183.17,5,1044.07,Cash
SALE013935,2025-11-16,MED037,MED037-B02,8,346.56,5,2633.86,UPI
SALE014883,2025-11-16,MED058,MED058-B01,6,146.84,10,792.94,Cash
SALE015603,2025-11-16,MED008,MED008-B03,5,124.30,0,621.50,Card
SALE015770,2025-11-16,MED063,MED063-B05,6,141.81,12,748.76,UPI
SALE016444,2025-11-16,MED018,MED018-B03,8,623.07,0,4984.56,Cash
SALE016977,2025-11-16,MED023,MED023-B05,4,507.98,10,1828.73,Cash
SALE017028,2025-11-16,MED043,MED043-B02,1,35.81,10,32.23,Card
SALE017036,2025-11-16,MED092,MED092-B03,7,140.18,5,932.20,Cash
SALE017064,2025-11-16,MED046,MED046-B03,2,538.81,0,1077.62,UPI
SALE017477,2025-11-16,MED044,MED044-B03,3,71.69,12,189.26,Card
SALE017947,2025-11-16,MED039,MED039-B03,6,543.02,0,3258.12,Card
SALE018160,2025-11-16,MED009,MED009-B01,1,225.63,10,203.07,UPI
SALE018179,2025-11-16,MED017,MED017-B02,5,467.09,10,2101.90,Cash
SALE018702,2025-11-16,MED013,MED013-B01,5,500.46,10,2252.07,Card
SALE018713,2025-11-16,MED096,MED096-B02,7,219.67,5,1460.81,Card
SALE018778,2025-11-16,MED095,MED095-B01,5,698.09,0,3490.45,Cash
SALE019432,2025-11-16,MED056,MED056-B02,1,389.73,5,370.24,Card
SALE020066,2025-11-16,MED052,MED052-B01,5,537.69,0,2688.45,UPI
SALE020128,2025-11-16,MED045,MED045-B04,1,442.73,0,442.73,Cash
SALE021299,2025-11-16,MED021,MED021-B03,5,200.32,0,1001.60,UPI
SALE022199,2025-11-16,MED096,MED096-B02,1,223.13,0,223.13,UPI
SALE022288,2025-11-16,MED052,MED052-B01,6,602.42,10,3253.07,UPI
SALE022330,2025-11-16,MED026,MED026-B04,7,356.17,5,2368.53,Card
SALE023374,2025-11-16,MED007,MED007-B04,5,597.04,5,2835.94,UPI
SALE023633,2025-11-16,MED056,MED056-B03,3,349.77,0,1049.31,UPI
SALE023928,2025-11-16,MED052,MED052-B01,8,572.37,0,4578.96,Card
SALE024917,2025-11-16,MED028,MED028-B03,3,48.26,5,137.54,UPI
SALE024959,2025-11-16,MED062,MED062-B03,1,462.49,12,406.99,Card
SALE025174,2025-11-16,MED039,MED039-B02,1,539.49,0,539.49,Cash
SALE025284,2025-11-16,MED090,MED090-B03,7,499.64,10,3147.73,Cash
SALE025380,2025-11-16,MED095,MED095-B01,2,736.69,5,1399.71,Cash
SALE025910,2025-11-16,MED027,MED027-B03,5,710.68,0,3553.40,Cash
SALE025915,2025-11-16,MED028,MED028-B03,6,46.39,5,264.42,Card
SALE026423,2025-11-16,MED095,MED095-B01,7,701.88,0,4913.16,Card
SALE026965,2025-11-16,MED054,MED054-B02,5,326.39,12,1436.12,Card
SALE027023,2025-11-16,MED037,MED037-B01,1,327.14,12,287.88,Cash
SALE027668,2025-11-16,MED044,MED044-B04,5,68.49,0,342.45,Cash
SALE028049,2025-11-16,MED039,MED039-B02,3,579.86,0,1739.58,Cash
SALE028545,2025-11-16,MED063,MED063-B02,4,156.26,0,625.04,Card
SALE028780,2025-11-16,MED063,MED063-B02,8,155.52,10,1119.74,UPI
SALE029217,2025-11-16,MED056,MED056-B01,8,365.02,12,2569.74,Cash
SALE029248,2025-11-16,MED070,MED070-B02,7,359.38,0,2515.66,Card
SALE029290,2025-11-16,MED050,MED050-B05,6,15.31,10,82.67,Card
SALE029975,2025-11-16,MED083,MED083-B02,1,72.65,5,69.02,UPI
SALE000327,2025-11-17,MED008,MED008-B02,2,117.57,0,235.14,UPI
SALE000741,2025-11-17,MED043,MED043-B03,4,35.87,0,143.48,UPI
SALE001698,2025-11-17,MED083,MED083-B03,6,64.15,10,346.41,UPI
SALE001905,2025-11-17,MED091,MED091-B04,4,435.96,0,1743.84,UPI
SALE002124,2025-11-17,MED095,MED095-B03,1,709.68,0,709.68,Cash
SALE002251,2025-11-17,MED014,MED014-B03,6,347.67,5,1981.72,Card
SALE002667,2025-11-17,MED054,MED054-B04,4,347.52,0,1390.08,Cash
SALE004044,2025-11-17,MED061,MED061-B03,2,339.38,5,644.82,Card
SALE004402,2025-11-17,MED084,MED084-B01,3,461.05,0,1383.15,UPI
SALE004428,2025-11-17,MED003,MED003-B03,3,282.35,0,847.05,Card
SALE004721,2025-11-17,MED093,MED093-B02,6,782.27,0,4693.62,UPI
SALE004804,2025-11-17,MED069,MED069-B04,5,569.01,0,2845.05,Cash
SALE004853,2025-11-17,MED084,MED084-B01,3,503.19,0,1509.57,Cash
SALE005026,2025-11-17,MED008,MED008-B02,1,115.06,0,115.06,Cash
SALE005183,2025-11-17,MED056,MED056-B02,5,384.62,0,1923.10,UPI
SALE005241,2025-11-17,MED002,MED002-B02,6,597.77,10,3227.96,UPI
SALE005846,2025-11-17,MED019,MED019-B01,2,568.07,12,999.80,Card
SALE006060,2025-11-17,MED082,MED082-B03,6,147.99,5,843.54,Cash
SALE006240,2025-11-17,MED017,MED017-B03,4,471.78,12,1660.67,Cash
SALE006304,2025-11-17,MED043,MED043-B03,8,34.04,5,258.70,Cash
SALE007161,2025-11-17,MED082,MED082-B03,3,160.87,10,434.35,Card
SALE007530,2025-11-17,MED060,MED060-B04,5,634.53,10,2855.38,Cash
SALE007701,2025-11-17,MED050,MED050-B03,7,15.28,12,94.12,UPI
SALE008121,2025-11-17,MED054,MED054-B04,4,345.15,0,1380.60,UPI
SALE008403,2025-11-17,MED092,MED092-B04,1,140.12,10,126.11,Card
SALE009283,2025-11-17,MED032,MED032-B01,1,53.19,5,50.53,Cash
SALE009549,2025-11-17,MED044,MED044-B03,3,64.19,0,192.57,UPI
SALE010324,2025-11-17,MED089,MED089-B01,4,550.35,10,1981.26,Card
SALE010370,2025-11-17,MED087,MED087-B03,5,307.85,0,1539.25,UPI
SALE011284,2025-11-17,MED053,MED053-B01,8,378.33,0,3026.64,Card
SALE011969,2025-11-17,MED018,MED018-B03,7,619.21,0,4334.47,Card
SALE012287,2025-11-17,MED037,MED037-B02,1,330.20,0,330.20,Card
SALE013405,2025-11-17,MED051,MED051-B01,7,429.55,0,3006.85,Cash
SALE013427,2025-11-17,MED001,MED001-B05,2,397.52,0,795.04,Card
SALE015038,2025-11-17,MED095,MED095-B01,6,705.78,0,4234.68,Cash
SALE015054,2025-11-17,MED008,MED008-B03,6,120.27,12,635.03,UPI
SALE015132,2025-11-17,MED061,MED061-B01,1,336.64,10,302.98,UPI
SALE015627,2025-11-17,MED045,MED045-B04,4,459.13,0,1836.52,Cash
SALE015854,2025-11-17,MED021,MED021-B04,3,195.84,12,517.02,Card
SALE016565,2025-11-17,MED032,MED032-B01,1,51.29,0,51.29,Card
SALE016887,2025-11-17,MED061,MED061-B01,6,322.11,0,1932.66,UPI
SALE017579,2025-11-17,MED017,MED017-B02,8,457.90,5,3480.04,UPI
SALE018471,2025-11-17,MED091,MED091-B04,5,431.75,5,2050.81,UPI
SALE019384,2025-11-17,MED063,MED063-B05,8,143.70,0,1149.60,UPI
SALE019683,2025-11-17,MED015,MED015-B01,2,629.35,5,1195.77,UPI
SALE019742,2025-11-17,MED039,MED039-B02,2,509.65,5,968.33,Card
SALE019963,2025-11-17,MED099,MED099-B01,1,46.96,5,44.61,Card
SALE020579,2025-11-17,MED008,MED008-B03,7,124.94,0,874.58,Card
SALE020772,2025-11-17,MED065,MED065-B03,8,703.26,10,5063.47,UPI
SALE020992,2025-11-17,MED045,MED045-B04,1,470.66,10,423.59,Cash
SALE021123,2025-11-17,MED052,MED052-B01,8,615.92,5,4680.99,Card
SALE021205,2025-11-17,MED052,MED052-B01,5,593.07,0,2965.35,UPI
SALE021361,2025-11-17,MED084,MED084-B02,6,522.16,0,3132.96,Cash
SALE021699,2025-11-17,MED007,MED007-B04,5,565.43,0,2827.15,Card
SALE021836,2025-11-17,MED010,MED010-B02,1,297.07,0,297.07,Cash
SALE022057,2025-11-17,MED049,MED049-B02,2,213.55,10,384.39,Card
SALE022105,2025-11-17,MED056,MED056-B03,2,370.19,12,651.53,Cash
SALE022186,2025-11-17,MED045,MED045-B04,7,477.08,0,3339.56,Card
SALE022349,2025-11-17,MED048,MED048-B03,1,205.83,0,205.83,Card
SALE022607,2025-11-17,MED052,MED052-B01,6,604.66,10,3265.16,UPI
SALE023397,2025-11-17,MED021,MED021-B03,1,199.62,0,199.62,Card
SALE023575,2025-11-17,MED020,MED020-B02,2,154.69,0,309.38,UPI
SALE023693,2025-11-17,MED012,MED012-B02,1,278.76,0,278.76,UPI
SALE024103,2025-11-17,MED010,MED010-B02,7,288.67,0,2020.69,UPI
SALE024638,2025-11-17,MED030,MED030-B04,2,247.41,0,494.82,UPI
SALE024910,2025-11-17,MED053,MED053-B04,8,364.33,10,2623.18,Cash
SALE024954,2025-11-17,MED099,MED099-B01,3,44.13,12,116.50,UPI
SALE025640,2025-11-17,MED070,MED070-B02,4,325.13,5,1235.49,Card
SALE026184,2025-11-17,MED085,MED085-B04,7,522.80,5,3476.62,Cash
SALE026721,2025-11-17,MED063,MED063-B02,8,141.55,12,996.51,Cash
SALE026744,2025-11-17,MED002,MED002-B04,2,549.23,12,966.64,UPI
SALE027500,2025-11-17,MED039,MED039-B02,8,568.22,0,4545.76,UPI
SALE028159,2025-11-17,MED053,MED053-B04,7,371.11,5,2467.88,Card
SALE028264,2025-11-17,MED002,MED002-B04,2,568.66,0,1137.32,Card
SALE028460,2025-11-17,MED015,MED015-B01,5,565.42,5,2685.74,Cash
SALE029482,2025-11-17,MED029,MED029-B03,5,570.29,0,2851.45,UPI
SALE029944,2025-11-17,MED080,MED080-B03,3,322.13,0,966.39,Card
SALE000312,2025-11-18,MED028,MED028-B05,5,45.73,0,228.65,Cash
SALE000549,2025-11-18,MED027,MED027-B03,6,759.33,0,4555.98,Card
SALE000586,2025-11-18,MED098,MED098-B02,5,711.16,10,3200.22,Card
SALE000825,2025-11-18,MED017,MED017-B03,1,464.71,0,464.71,Cash
SALE001226,2025-11-18,MED001,MED001-B04,3,423.71,0,1271.13,Cash
SALE001273,2025-11-18,MED041,MED041-B03,5,189.12,0,945.60,Cash
SALE001512,2025-11-18,MED065,MED065-B03,6,769.20,0,4615.20,Card
SALE001576,2025-11-18,MED087,MED087-B03,1,291.06,0,291.06,Cash
SALE001710,2025-11-18,MED077,MED077-B03,1,569.79,12,501.42,Cash
SALE002135,2025-11-18,MED048,MED048-B04,7,227.01,0,1589.07,Card
SALE002371,2025-11-18,MED042,MED042-B02,3,22.36,0,67.08,Cash
SALE002744,2025-11-18,MED079,MED079-B03,3,446.85,0,1340.55,Cash
SALE003206,2025-11-18,MED011,MED011-B03,1,442.44,0,442.44,UPI
SALE004154,2025-11-18,MED081,MED081-B02,3,433.79,5,1236.30,Card
SALE004887,2025-11-18,MED051,MED051-B03,2,433.58,12,763.10,UPI
SALE005395,2025-11-18,MED043,MED043-B03,3,35.95,5,102.46,Card
SALE006116,2025-11-18,MED051,MED051-B03,2,436.09,0,872.18,Cash
SALE006191,2025-11-18,MED046,MED046-B02,5,615.50,0,3077.50,UPI
SALE007129,2025-11-18,MED070,MED070-B03,2,320.80,0,641.60,Card
SALE007640,2025-11-18,MED044,MED044-B03,6,69.79,0,418.74,UPI
SALE007735,2025-11-18,MED091,MED091-B04,6,383.13,0,2298.78,Cash
SALE007877,2025-11-18,MED014,MED014-B01,8,346.83,10,2497.18,Card
SALE007962,2025-11-18,MED058,MED058-B01,1,149.86,0,149.86,UPI
SALE008381,2025-11-18,MED059,MED059-B01,1,316.69,0,316.69,Cash
SALE008409,2025-11-18,MED014,MED014-B01,8,368.98,5,2804.25,UPI
SALE008431,2025-11-18,MED065,MED065-B03,5,718.95,0,3594.75,UPI
SALE008507,2025-11-18,MED043,MED043-B03,1,36.32,0,36.32,UPI
SALE008543,2025-11-18,MED048,MED048-B04,8,198.63,0,1589.04,UPI
SALE008932,2025-11-18,MED061,MED061-B03,6,358.94,12,1895.20,UPI
SALE009005,2025-11-18,MED098,MED098-B03,7,655.75,0,4590.25,Card
SALE009352,2025-11-18,MED020,MED020-B02,5,142.25,0,711.25,Card
SALE009495,2025-11-18,MED065,MED065-B03,1,729.32,5,692.85,UPI
SALE009531,2025-11-18,MED051,MED051-B01,5,435.88,0,2179.40,Cash
SALE009697,2025-11-18,MED065,MED065-B03,3,764.34,12,2017.86,Cash
SALE010347,2025-11-18,MED090,MED090-B01,1,484.15,5,459.94,UPI
SALE010564,2025-11-18,MED081,MED081-B02,2,441.55,12,777.13,Card
SALE010829,2025-11-18,MED056,MED056-B02,2,367.07,12,646.04,Card
SALE010845,2025-11-18,MED009,MED009-B01,2,232.66,10,418.79,Card
SALE010864,2025-11-18,MED072,MED072-B02,6,343.74,10,1856.20,UPI
SALE010886,2025-11-18,MED001,MED001-B01,7,417.22,12,2570.08,UPI
SALE010908,2025-11-18,MED066,MED066-B04,6,313.16,10,1691.06,UPI
SALE010917,2025-11-18,MED067,MED067-B01,3,71.13,12,187.78,UPI
SALE011301,2025-11-18,MED021,MED021-B04,6,185.44,0,1112.64,Card
SALE011575,2025-11-18,MED091,MED091-B04,6,403.82,10,2180.63,Card
SALE011834,2025-11-18,MED017,MED017-B02,2,449.00,10,808.20,Cash
SALE011858,2025-11-18,MED026,MED026-B04,3,369.16,0,1107.48,UPI
SALE011940,2025-11-18,MED043,MED043-B03,8,35.69,10,256.97,Cash
SALE012076,2025-11-18,MED034,MED034-B01,1,112.50,10,101.25,Cash
SALE012521,2025-11-18,MED083,MED083-B01,5,68.11,0,340.55,Card
SALE012865,2025-11-18,MED047,MED047-B01,2,425.45,5,808.35,UPI
SALE013468,2025-11-18,MED087,MED087-B03,1,322.22,10,290.00,Card
SALE013470,2025-11-18,MED081,MED081-B02,6,388.96,0,2333.76,Cash
SALE013711,2025-11-18,MED089,MED089-B01,2,551.84,12,971.24,Cash
SALE013772,2025-11-18,MED017,MED017-B02,7,466.53,10,2939.14,Card
SALE014233,2025-11-18,MED001,MED001-B05,7,395.93,10,2494.36,UPI
SALE014585,2025-11-18,MED069,MED069-B04,2,562.22,10,1012.00,Card
SALE014657,2025-11-18,MED062,MED062-B03,5,463.28,5,2200.58,Card
SALE014811,2025-11-18,MED034,MED034-B01,6,113.66,10,613.76,Cash
SALE015203,2025-11-18,MED053,MED053-B01,1,348.26,0,348.26,Card
SALE015395,2025-11-18,MED087,MED087-B03,7,314.44,0,2201.08,UPI
SALE015493,2025-11-18,MED076,MED076-B02,2,153.85,0,307.70,Card
SALE015815,2025-11-18,MED025,MED025-B01,3,579.32,10,1564.16,Cash
SALE015911,2025-11-18,MED067,MED067-B01,7,73.51,0,514.57,UPI
SALE015988,2025-11-18,MED048,MED048-B05,4,214.49,12,755.00,Cash
SALE016020,2025-11-18,MED013,MED013-B01,2,553.22,0,1106.44,Cash
SALE016170,2025-11-18,MED060,MED060-B03,7,676.41,0,4734.87,Cash
SALE016210,2025-11-18,MED045,MED045-B04,7,466.09,0,3262.63,Cash
SALE016225,2025-11-18,MED079,MED079-B03,8,419.11,0,3352.88,Card
SALE016585,2025-11-18,MED086,MED086-B03,4,700.33,0,2801.32,Card
SALE016881,2025-11-18,MED051,MED051-B01,4,457.71,0,1830.84,UPI
SALE017020,2025-11-18,MED036,MED036-B01,5,681.98,0,3409.90,UPI
SALE017453,2025-11-18,MED095,MED095-B01,2,679.29,0,1358.58,Cash
SALE017577,2025-11-18,MED023,MED023-B05,6,466.37,0,2798.22,UPI
SALE017585,2025-11-18,MED021,MED021-B04,3,175.74,5,500.86,Cash
SALE017615,2025-11-18,MED065,MED065-B03,8,704.57,0,5636.56,Card
SALE017875,2025-11-18,MED031,MED031-B03,3,241.47,0,724.41,Cash
SALE018466,2025-11-18,MED051,MED051-B01,3,453.15,10,1223.50,UPI
SALE018574,2025-11-18,MED090,MED090-B03,7,501.21,5,3333.05,Card
SALE018619,2025-11-18,MED027,MED027-B03,3,753.85,12,1990.16,UPI
SALE018670,2025-11-18,MED043,MED043-B04,7,38.20,0,267.40,Cash
SALE018721,2025-11-18,MED040,MED040-B04,6,541.32,10,2923.13,Card
SALE018809,2025-11-18,MED089,MED089-B01,2,532.07,12,936.44,UPI
SALE018939,2025-11-18,MED038,MED038-B02,7,67.35,10,424.30,UPI
SALE019058,2025-11-18,MED032,MED032-B01,5,54.77,0,273.85,Card
SALE019188,2025-11-18,MED021,MED021-B03,8,199.70,12,1405.89,Card
SALE019403,2025-11-18,MED005,MED005-B03,6,777.52,0,4665.12,Cash
SALE019603,2025-11-18,MED089,MED089-B02,3,582.66,0,1747.98,UPI
